ID1	POP1	ID2	POP2	IBD_CM_SUM
HG03583	MSL	NA19210	YRI	5.356777
HG03640	PJL	NA12761	CEU	5.317793
HG00142	GBR	NA20778	TSI	5.40538
HG03802	BEB	NA21126	GIH	5.757256
HG03452	MSL	HG03547	MSL	5.413214
HG01277	CLM	HG01432	CLM	17.16739
HG00142	GBR	NA11933	CEU	5.723175
HG01860	KHV	NA19057	JPT	6.075619
HG02839	GWD	NA20276	ASW	5.82086
HG02054	ACB	HG02923	ESN	5.427288
HG01055	PUR	HG01066	PUR	33.01818
HG03121	ESN	NA19093	YRI	5.282124
HG02252	PEL	NA12413	CEU	5.539967
HG01860	KHV	NA18555	CHB	5.422806
HG00464	CHS	HG00565	CHS	5.488535
HG00357	FIN	HG00375	FIN	18.23561
HG03121	ESN	NA19146	YRI	5.282124
HG03351	ESN	NA18934	YRI	5.888227
NA12830	CEU	NA20533	TSI	5.332296
HG01098	PUR	NA20805	TSI	5.384769
HG00102	GBR	HG01779	IBS	5.640764
HG00128	GBR	NA20854	GIH	5.464718
HG00304	FIN	HG00344	FIN	12.49274
HG03625	PJL	NA20795	TSI	5.371378
NA18567	CHB	NA18740	CHB	5.467615
NA12830	CEU	NA19663	MXL	5.35302
NA20876	GIH	NA21123	GIH	5.130508
HG03130	ESN	NA19023	LWK	5.288879
HG00102	GBR	HG01699	IBS	5.481489
HG00371	FIN	NA20511	TSI	5.446566
HG02104	PEL	HG02285	PEL	5.446566
HG00140	GBR	NA20758	TSI	5.422806
HG01894	ACB	HG02974	ESN	5.345387
HG01894	ACB	HG03126	ESN	5.235174
NA18997	JPT	NA19055	JPT	5.670933
HG03640	PJL	HG04019	ITU	5.302502
HG01098	PUR	NA19147	YRI	5.359789
HG00142	GBR	NA20759	TSI	5.53698
HG00351	FIN	HG01617	IBS	5.280958
NA12830	CEU	NA20530	TSI	5.421589
HG02252	PEL	NA11918	CEU	5.52614
HG01054	PUR	NA19023	LWK	5.641632
HG01205	PUR	NA20519	TSI	5.235174
HG03625	PJL	NA21117	GIH	5.302502
HG02238	IBS	NA20828	TSI	5.451609
HG00371	FIN	NA20792	TSI	5.446566
HG01149	CLM	HG01939	PEL	6.285254
HG02582	GWD	NA18853	YRI	5.342495
NA18567	CHB	NA19057	JPT	5.422806
HG00351	FIN	HG02420	ACB	5.511641
HG03718	ITU	HG03722	ITU	6.613573
HG00371	FIN	NA19985	ASW	5.446566
HG03388	MSL	HG03572	MSL	12.31258
HG00357	FIN	HG00731	PUR	6.339863
HG02054	ACB	HG02595	GWD	6.378784
HG01098	PUR	HG01776	IBS	5.203457
HG03351	ESN	NA19206	YRI	5.443254
HG03969	ITU	NA11829	CEU	5.412716
HG01799	CDX	HG02075	KHV	5.368204
HG00581	CHS	NA18634	CHB	5.322393
HG03419	MSL	HG03449	MSL	13.36117
NA12889	CEU	NA19652	MXL	5.644186
HG01799	CDX	NA18571	CHB	6.047899
HG00142	GBR	HG01110	PUR	6.201187
HG03240	GWD	HG03394	MSL	5.446566
HG00128	GBR	HG03750	STU	5.51321
HG01894	ACB	NA20850	GIH	5.483391
HG00371	FIN	NA11843	CEU	5.88629
HG03717	ITU	HG04153	BEB	5.286148
HG03351	ESN	NA20299	ASW	5.888227
HG02104	PEL	NA19789	MXL	6.417046
HG00251	GBR	HG04090	ITU	5.451609
HG00326	FIN	HG00355	FIN	5.042488
HG00142	GBR	HG00158	GBR	5.626373
HG03693	STU	NA12489	CEU	5.451609
HG03969	ITU	NA20775	TSI	5.412716
HG01894	ACB	NA18873	YRI	5.527374
HG00102	GBR	NA19023	LWK	5.67894
HG00326	FIN	NA20332	ASW	5.528938
HG01055	PUR	HG01058	PUR	23.05309
HG02054	ACB	NA19360	LWK	5.622234
HG03351	ESN	NA18933	YRI	5.542015
HG00326	FIN	NA12872	CEU	5.74279
NA18966	JPT	NA19004	JPT	6.058247
HG01098	PUR	HG02322	ACB	5.359789
HG00142	GBR	HG02694	PJL	5.412716
HG03802	BEB	NA20854	GIH	5.59833
HG01894	ACB	HG02768	GWD	5.749603
HG02568	GWD	HG02675	GWD	7.716768
NA19681	MXL	NA19780	MXL	5.481489
HG01098	PUR	HG02541	ACB	5.367218
HG03802	BEB	HG03858	STU	5.377541
HG00351	FIN	NA12777	CEU	5.401186
HG02252	PEL	NA19761	MXL	5.399305
HG00357	FIN	HG01188	PUR	6.526392
HG00128	GBR	HG03872	ITU	5.481489
HG02601	PJL	HG03950	STU	5.356552
HG00142	GBR	HG00234	GBR	5.705725
HG00357	FIN	HG01412	PUR	5.757256
HG03419	MSL	NA20542	TSI	5.446566
HG01098	PUR	HG01325	PUR	6.355568
HG00102	GBR	HG01515	IBS	5.68919
HG02301	PEL	NA19670	MXL	12.19401
NA18934	YRI	NA19147	YRI	6.013317
HG00142	GBR	HG00364	FIN	5.660782
HG00351	FIN	NA11893	CEU	5.395926
HG03464	MSL	NA20294	ASW	5.304838
HG00982	CDX	HG02152	CDX	6.26049
HG01971	PEL	NA18504	YRI	5.315926
NA12889	CEU	NA20589	TSI	5.288879
HG03351	ESN	NA19119	YRI	5.361614
HG00357	FIN	HG01073	PUR	5.446566
HG00128	GBR	NA20540	TSI	5.451609
HG00140	GBR	NA11931	CEU	5.422806
HG01205	PUR	HG01509	IBS	5.2812
HG00128	GBR	HG01762	IBS	5.51321
HG03718	ITU	HG04075	STU	5.398506
HG01205	PUR	HG01776	IBS	5.286001
HG03419	MSL	HG03446	MSL	12.57861
NA18966	JPT	NA19077	JPT	5.59833
NA20853	GIH	NA21119	GIH	16.27091
HG03625	PJL	NA21104	GIH	5.758184
HG02408	CDX	NA18545	CHB	5.429512
HG03388	MSL	NA19043	LWK	5.317574
HG00142	GBR	NA12347	CEU	5.660782
HG01098	PUR	HG02756	GWD	5.359789
HG02409	CDX	NA18965	JPT	5.407619
HG01055	PUR	HG01491	CLM	5.288879
HG03388	MSL	NA18871	YRI	5.372498
HG00128	GBR	HG03837	STU	5.51321
HG01055	PUR	HG01350	CLM	5.288879
HG00102	GBR	HG02238	IBS	5.541471
NA19213	YRI	NA20356	ASW	5.288879
HG01971	PEL	NA19431	LWK	5.315926
HG00102	GBR	HG01054	PUR	5.676001
HG01894	ACB	NA12043	CEU	5.526674
HG00142	GBR	NA19786	MXL	5.510992
HG03802	BEB	HG04107	STU	5.440218
HG03640	PJL	HG03787	ITU	5.288879
HG00142	GBR	NA20533	TSI	5.452913
NA18966	JPT	NA18982	JPT	5.375443
HG01055	PUR	HG01281	CLM	5.288879
HG00128	GBR	HG01670	IBS	5.435518
NA18595	CHB	NA18740	CHB	6.183533
HG03111	ESN	NA19395	LWK	5.282124
HG03419	MSL	NA18865	YRI	5.640453
HG00304	FIN	HG01254	CLM	5.538462
HG03419	MSL	NA18874	YRI	5.860111
HG00464	CHS	HG02136	KHV	5.381355
HG00142	GBR	HG01271	CLM	5.332296
NA12751	CEU	NA19783	MXL	5.451609
HG00142	GBR	NA12760	CEU	6.064594
HG01098	PUR	HG01695	IBS	5.327904
HG04200	ITU	NA20863	GIH	5.462111
HG00982	CDX	HG02178	CDX	5.304771
HG03121	ESN	HG03160	ESN	6.062103
HG01612	IBS	HG04020	ITU	5.277521
NA19328	LWK	NA19436	LWK	32.22364
HG02476	ACB	HG03757	STU	5.277056
NA19338	LWK	NA19372	LWK	5.381084
NA18489	YRI	NA19319	LWK	5.700682
NA20536	TSI	NA20795	TSI	9.235275
HG03419	MSL	NA19213	YRI	5.412716
NA19198	YRI	NA19900	ASW	5.365101
HG03718	ITU	HG04186	BEB	5.399305
HG02757	GWD	NA20332	ASW	5.365101
HG00159	GBR	HG01528	IBS	5.30619
HG03698	STU	HG03857	STU	13.53157
HG02105	PEL	HG02260	PEL	5.330992
HG03814	BEB	HG04144	BEB	5.296824
HG01612	IBS	NA12776	CEU	5.372538
HG03603	BEB	HG03755	STU	5.483624
HG00129	GBR	HG00384	FIN	6.80056
NA20758	TSI	NA20810	TSI	8.555496
HG00321	FIN	HG01602	IBS	5.310518
HG01860	KHV	NA18548	CHB	5.297781
HG01277	CLM	NA20818	TSI	5.660782
HG01860	KHV	HG02141	KHV	5.422806
HG00373	FIN	HG00733	PUR	5.737965
NA12044	CEU	NA20809	TSI	5.884069
NA19198	YRI	NA19835	ASW	5.365101
HG00251	GBR	NA19684	MXL	5.451609
HG01862	KHV	NA19001	JPT	5.312357
HG00251	GBR	NA20524	TSI	6.248865
NA18504	YRI	NA19834	ASW	5.985188
NA19213	YRI	NA19448	LWK	5.750681
HG01277	CLM	HG01390	CLM	6.320621
HG02054	ACB	HG03163	ESN	5.645533
HG03718	ITU	HG03787	ITU	5.399305
HG00464	CHS	HG00613	CHS	5.73485
HG00128	GBR	HG03631	PJL	5.51321
HG03693	STU	NA21100	GIH	5.373411
HG00128	GBR	HG01669	IBS	5.51321
HG02301	PEL	NA19652	MXL	5.368292
HG02757	GWD	HG02970	ESN	5.359789
HG03132	ESN	HG03455	MSL	5.288879
NA18489	YRI	NA19171	YRI	5.325949
NA19328	LWK	NA19456	LWK	5.818985
HG02105	PEL	NA19720	MXL	5.8696
HG01862	KHV	NA18949	JPT	5.398506
HG01098	PUR	NA19448	LWK	5.359789
HG03910	BEB	HG04182	BEB	7.13587
HG01612	IBS	HG03750	STU	5.289345
HG01098	PUR	NA18519	YRI	5.936247
HG03111	ESN	HG03195	ESN	76.35892
HG02697	PJL	HG04176	BEB	5.388361
NA18934	YRI	NA19235	YRI	5.471088
HG02594	GWD	HG03225	MSL	5.358965
HG03814	BEB	NA20770	TSI	5.352859
HG00129	GBR	HG00281	FIN	5.635284
HG00159	GBR	NA19779	MXL	5.390257
HG02685	PJL	NA12282	CEU	5.399305
HG01272	CLM	NA10851	CEU	5.692636
HG02757	GWD	HG02799	GWD	5.371378
HG03121	ESN	NA19355	LWK	5.282124
HG02476	ACB	HG03455	MSL	5.288879
HG00251	GBR	HG02235	IBS	5.451609
NA18934	YRI	NA19121	YRI	5.40538
HG02395	CDX	NA18563	CHB	5.417915
HG03603	BEB	HG03687	STU	5.483624
HG01498	CLM	NA21115	GIH	5.411167
HG03814	BEB	HG04099	STU	5.293922
HG02594	GWD	HG03539	GWD	5.273319
HG00982	CDX	HG02395	CDX	6.626706
HG01862	KHV	HG02182	CDX	5.312357
HG01612	IBS	HG03838	STU	5.289345
NA19213	YRI	NA19922	ASW	5.794136
HG00304	FIN	HG03969	ITU	5.412716
NA20758	TSI	NA20856	GIH	5.402248
HG01277	CLM	NA18944	JPT	5.324038
HG00128	GBR	HG01251	CLM	5.446566
HG02855	GWD	HG02895	GWD	29.9849
NA20876	GIH	NA21087	GIH	5.24704
HG00159	GBR	HG01786	IBS	5.30464
HG03488	PJL	NA19761	MXL	5.422806
HG02594	GWD	NA18908	YRI	5.285421
HG00304	FIN	HG00357	FIN	6.219118
HG00251	GBR	NA11995	CEU	5.590137
HG03488	PJL	NA11918	CEU	5.562967
HG00304	FIN	HG00376	FIN	18.32595
HG03802	BEB	HG04023	ITU	5.422806
HG03121	ESN	NA19108	YRI	5.282124
HG01498	CLM	HG01684	IBS	5.390322
HG00321	FIN	HG00331	FIN	12.08231
NA18993	JPT	NA19076	JPT	5.388479
HG02476	ACB	NA20756	TSI	5.277056
NA18489	YRI	NA19436	LWK	5.36776
HG03802	BEB	HG04025	ITU	5.786127
HG03121	ESN	NA19197	YRI	5.767479
NA12044	CEU	NA19703	ASW	6.047899
NA18504	YRI	NA19138	YRI	6.894165
HG00128	GBR	NA21126	GIH	5.51321
HG02105	PEL	NA19717	MXL	6.060387
HG02476	ACB	HG03114	ESN	5.719093
HG02594	GWD	HG02814	GWD	5.746483
HG01098	PUR	NA19213	YRI	5.288879
HG00304	FIN	HG01173	PUR	5.541471
HG03121	ESN	NA20127	ASW	5.380774
HG03419	MSL	NA19922	ASW	5.412716
HG00251	GBR	NA20533	TSI	5.58556
HG01311	PUR	HG01623	IBS	5.733738
HG03121	ESN	NA19171	YRI	5.33485
HG03693	STU	NA20808	TSI	5.422806
HG03583	MSL	NA18865	YRI	5.288879
HG02601	PJL	NA12044	CEU	5.374228
HG01098	PUR	NA12004	CEU	5.997265
NA18595	CHB	NA18984	JPT	5.427534
HG01098	PUR	HG01204	PUR	15.56757
HG01205	PUR	HG01617	IBS	5.286243
HG01098	PUR	HG01501	IBS	5.316031
HG02839	GWD	HG03410	MSL	5.282124
HG04200	ITU	NA20856	GIH	5.480686
HG02757	GWD	NA19475	LWK	5.283176
HG01055	PUR	NA20585	TSI	5.412716
HG01498	CLM	HG01528	IBS	5.364201
NA18934	YRI	NA20412	ASW	5.186039
HG02408	CDX	NA18618	CHB	5.69676
HG03132	ESN	HG03499	ESN	5.641464
HG02476	ACB	HG03750	STU	5.277056
HG00351	FIN	HG01205	PUR	5.280958
HG01498	CLM	NA06985	CEU	5.288471
HG00142	GBR	NA11931	CEU	5.579056
HG02252	PEL	NA20511	TSI	5.399305
HG03109	ESN	HG03473	MSL	5.72805
HG01205	PUR	NA12272	CEU	5.351957
HG00304	FIN	HG00731	PUR	5.789669
HG03351	ESN	NA18870	YRI	5.757256
HG00142	GBR	HG02224	IBS	5.495777
HG00982	CDX	HG01869	KHV	5.366665
HG00326	FIN	NA07051	CEU	5.376482
HG01205	PUR	HG02420	ACB	5.358755
HG03132	ESN	NA19147	YRI	6.778296
HG02476	ACB	HG04020	ITU	5.776855
HG02476	ACB	HG02485	ACB	7.083231
HG01277	CLM	NA12874	CEU	5.384634
HG03121	ESN	HG03129	ESN	5.284311
HG00128	GBR	HG00734	PUR	5.359789
NA20758	TSI	NA20798	TSI	5.483391
HG01498	CLM	NA12813	CEU	5.291769
HG00373	FIN	HG00381	FIN	22.10886
NA18934	YRI	NA20299	ASW	5.944933
NA19198	YRI	NA20287	ASW	5.378403
HG01860	KHV	NA19070	JPT	5.781898
HG03132	ESN	NA20341	ASW	6.605578
HG00159	GBR	NA12342	CEU	5.86727
HG02757	GWD	NA19390	LWK	5.283176
HG01498	CLM	NA20796	TSI	5.291769
HG02679	GWD	HG03212	MSL	5.286148
NA18489	YRI	NA19093	YRI	5.282124
HG01205	PUR	NA11893	CEU	6.035755
HG01055	PUR	HG01205	PUR	6.519932
HG02252	PEL	NA19725	MXL	5.399305
NA19328	LWK	NA19390	LWK	6.379513
HG03419	MSL	NA19214	YRI	5.429127
HG01860	KHV	HG02028	KHV	5.310556
HG00345	FIN	HG01707	IBS	5.367668
HG02601	PJL	NA20899	GIH	5.350204
HG00128	GBR	HG04107	STU	5.440218
HG03802	BEB	NA20867	GIH	5.660782
HG02105	PEL	NA19750	MXL	5.441246
HG03132	ESN	HG03247	GWD	5.542416
HG00625	CHS	HG01859	KHV	5.309069
HG00304	FIN	HG01412	PUR	5.757256
HG03121	ESN	NA19308	LWK	5.235174
HG02697	PJL	NA12383	CEU	5.472452
HG00304	FIN	HG01188	PUR	6.219118
NA18966	JPT	NA19054	JPT	5.59833
HG00251	GBR	NA12341	CEU	5.359789
HG00351	FIN	NA12006	CEU	5.280958
HG00982	CDX	HG02356	CDX	6.804352
NA18489	YRI	NA19146	YRI	5.282124
HG00128	GBR	HG03629	PJL	5.783894
HG00129	GBR	HG00743	PUR	5.495777
HG03802	BEB	NA20849	GIH	5.464718
NA19338	LWK	NA19429	LWK	6.370876
HG02757	GWD	NA20359	ASW	5.288879
NA19198	YRI	NA19701	ASW	5.384634
NA18489	YRI	NA19119	YRI	5.481489
HG00290	FIN	HG01384	CLM	5.378988
HG03121	ESN	HG03202	ESN	5.597761
NA19328	LWK	NA19383	LWK	5.150032
HG03132	ESN	NA19189	YRI	5.744562
NA19043	LWK	NA19456	LWK	5.672298
NA20892	GIH	NA21128	GIH	12.40472
HG02395	CDX	NA18560	CHB	5.415154
HG00463	CHS	NA18623	CHB	5.422806
HG02839	GWD	NA19372	LWK	5.274036
HG02977	ESN	NA19171	YRI	5.282124
HG00321	FIN	HG04146	BEB	5.295227
HG01872	KHV	NA18623	CHB	5.410507
HG03603	BEB	HG03945	STU	5.483624
HG02977	ESN	NA18881	YRI	5.601667
HG03488	PJL	NA19722	MXL	5.422806
HG03814	BEB	HG03898	STU	5.371449
HG02977	ESN	HG03129	ESN	5.368576
HG00321	FIN	HG01131	CLM	5.311729
HG04198	ITU	NA21101	GIH	5.28854
HG02410	CDX	NA18628	CHB	5.422806
HG00290	FIN	HG00325	FIN	10.75073
NA18605	CHB	NA19002	JPT	5.318882
HG01857	KHV	HG02023	KHV	11.62668
HG03270	ESN	NA19788	MXL	5.325949
HG03690	STU	HG03838	STU	5.369146
HG00290	FIN	HG00320	FIN	14.21918
HG02476	ACB	HG03294	ESN	5.318882
HG01862	KHV	NA19083	JPT	5.412426
HG00128	GBR	NA12749	CEU	5.435518
HG00463	CHS	HG00472	CHS	5.339598
HG02078	KHV	NA18637	CHB	5.794476
HG02476	ACB	NA12762	CEU	5.372498
HG00129	GBR	NA12777	CEU	5.774632
HG01862	KHV	NA18543	CHB	5.403549
HG02395	CDX	HG03874	ITU	5.57629
HG02697	PJL	NA20850	GIH	5.388361
HG01498	CLM	NA06994	CEU	5.377993
HG02105	PEL	HG02259	PEL	5.316391
HG00321	FIN	HG01967	PEL	5.366137
HG02790	PJL	NA21088	GIH	6.158688
HG04200	ITU	NA20758	TSI	5.402248
HG00463	CHS	HG00759	CDX	5.740372
HG03488	PJL	NA19795	MXL	5.399305
HG00463	CHS	NA18614	CHB	5.427803
HG01107	PUR	HG01924	PEL	6.605578
HG02757	GWD	HG03084	MSL	5.381702
HG02594	GWD	NA19118	YRI	5.228291
HG02476	ACB	HG02728	PJL	5.277056
HG01107	PUR	HG02002	PEL	5.422806
HG03814	BEB	HG03897	STU	5.323822
HG02476	ACB	NA19189	YRI	5.719093
HG00321	FIN	HG02146	PEL	5.323921
HG00290	FIN	NA21110	GIH	5.359789
HG01107	PUR	HG02291	PEL	5.561863
HG01862	KHV	NA18951	JPT	5.398506
HG01107	PUR	HG02425	PEL	5.561863
NA18505	YRI	NA18910	YRI	5.288879
HG01926	PEL	HG01941	PEL	5.369833
HG02003	PEL	NA21110	GIH	5.364832
HG01612	IBS	HG04017	ITU	5.289345
HG03121	ESN	NA18489	YRI	5.365101
HG03488	PJL	NA20897	GIH	5.365566
HG00321	FIN	NA20294	ASW	5.366137
HG00373	FIN	HG01550	CLM	5.311729
HG02697	PJL	HG03969	ITU	5.374107
HG03690	STU	HG03757	STU	5.310629
HG01253	CLM	HG01577	PEL	5.422806
HG02410	CDX	NA18639	CHB	5.547913
NA18871	YRI	NA19475	LWK	5.66329
HG00129	GBR	HG01613	IBS	6.390106
HG00321	FIN	HG03973	ITU	5.295227
NA18979	JPT	NA19001	JPT	5.889977
HG03814	BEB	HG04017	ITU	5.293922
HG01277	CLM	HG02277	PEL	5.494574
NA20758	TSI	NA20850	GIH	5.483391
NA18505	YRI	NA19119	YRI	5.660782
HG03270	ESN	NA19108	YRI	5.317896
HG02410	CDX	NA18949	JPT	5.479431
HG00321	FIN	HG02493	PJL	5.371449
HG02646	GWD	HG03455	MSL	5.288879
HG03488	PJL	NA20511	TSI	5.471088
HG02396	CDX	HG02410	CDX	8.382675
HG03690	STU	HG03789	ITU	5.402248
NA12044	CEU	NA21090	GIH	5.460016
HG00321	FIN	HG00360	FIN	5.315842
HG02757	GWD	HG03157	ESN	5.283176
HG03488	PJL	HG04107	STU	5.365566
HG02646	GWD	HG03114	ESN	5.665205
HG00290	FIN	HG00367	FIN	6.217613
NA12044	CEU	NA19770	MXL	5.378988
HG00321	FIN	HG01920	PEL	5.364832
HG01107	PUR	HG01365	CLM	5.665197
HG01359	CLM	HG01389	CLM	20.2703
HG01107	PUR	HG01241	PUR	6.065991
HG00159	GBR	NA20806	TSI	5.469263
HG03488	PJL	NA12413	CEU	5.660782
HG02757	GWD	NA19466	LWK	5.283176
HG01498	CLM	NA11992	CEU	5.377993
NA19198	YRI	NA20321	ASW	5.660782
HG02757	GWD	NA19360	LWK	5.283176
HG00128	GBR	HG03802	BEB	5.464718
HG01612	IBS	HG03757	STU	5.379293
HG00128	GBR	NA20849	GIH	5.51321
HG00251	GBR	HG01746	IBS	5.585094
HG00321	FIN	NA12383	CEU	5.364832
HG00129	GBR	HG03021	PJL	5.636375
HG01862	KHV	NA18745	CHB	5.317556
HG03270	ESN	HG03499	ESN	5.317896
HG02410	CDX	NA19075	JPT	5.470867
HG02078	KHV	HG02353	CDX	5.545687
HG01272	CLM	HG03565	MSL	5.554485
NA18951	JPT	NA19083	JPT	5.533611
HG01098	PUR	HG02419	ACB	5.367218
NA18525	CHB	NA19011	JPT	5.347527
HG02105	PEL	HG02253	PEL	6.835756
HG01277	CLM	HG02215	GBR	5.985188
HG02252	PEL	HG03488	PJL	5.399305
HG03718	ITU	HG03773	ITU	11.86299
HG03132	ESN	NA20289	ASW	6.605578
HG03603	BEB	HG03781	ITU	5.483624
NA18643	CHB	NA19777	MXL	5.357504
NA12044	CEU	NA19819	ASW	5.350832
HG00128	GBR	NA20867	GIH	5.464718
HG02078	KHV	HG02133	KHV	5.802212
NA19461	LWK	NA19909	ASW	6.625044
NA18504	YRI	NA19360	LWK	5.368576
NA18489	YRI	NA18912	YRI	5.36776
HG01862	KHV	NA19004	JPT	5.312513
HG00321	FIN	HG03714	ITU	5.288879
HG02757	GWD	HG02814	GWD	6.142944
HG00159	GBR	NA20524	TSI	5.31489
HG03270	ESN	HG03279	ESN	6.192173
HG03488	PJL	HG03679	STU	5.52614
HG02977	ESN	NA19093	YRI	5.368576
HG02646	GWD	HG02944	ESN	5.312357
HG04200	ITU	NA20876	GIH	5.462111
HG01205	PUR	NA12006	CEU	6.102337
NA18505	YRI	NA19108	YRI	6.052813
NA18489	YRI	NA19355	LWK	5.282124
HG02594	GWD	HG03084	MSL	5.356777
NA12044	CEU	NA12718	CEU	5.42609
HG03121	ESN	NA19247	YRI	5.424507
NA12044	CEU	NA20911	GIH	5.247726
HG03111	ESN	NA19327	LWK	5.282124
NA20758	TSI	NA20863	GIH	5.39414
HG01498	CLM	HG01625	IBS	5.379297
HG02977	ESN	NA19146	YRI	6.059471
HG01612	IBS	HG02298	PEL	5.446566
HG03111	ESN	NA19102	YRI	5.282124
HG02078	KHV	HG02391	CDX	5.547913
HG00321	FIN	HG01170	PUR	5.378416
HG03132	ESN	HG03294	ESN	5.318882
HG00321	FIN	HG04106	STU	5.385336
HG03690	STU	HG04020	ITU	5.290678
NA18643	CHB	NA19758	MXL	5.357504
HG02476	ACB	HG04017	ITU	5.277056
HG01272	CLM	HG01455	CLM	24.50122
HG01612	IBS	NA20756	TSI	5.379293
HG00464	CHS	NA18525	CHB	5.395252
HG01862	KHV	HG03846	STU	5.403549
HG02798	GWD	NA19726	MXL	5.40538
HG03814	BEB	NA21097	GIH	5.536638
HG00129	GBR	HG01524	IBS	5.774632
NA18489	YRI	NA19108	YRI	6.190176
HG01862	KHV	HG02180	CDX	5.339598
NA20282	ASW	NA20298	ASW	5.325949
NA18489	YRI	NA20127	ASW	5.365101
HG04198	ITU	NA12829	CEU	5.356777
HG00542	CHS	HG02373	CDX	5.288879
NA19031	LWK	NA19657	MXL	5.610018
NA20889	GIH	NA21133	GIH	6.231689
HG03457	MSL	NA19338	LWK	5.381084
NA18541	CHB	NA18571	CHB	5.480131
HG03069	MSL	NA19028	LWK	5.40538
HG03716	ITU	NA20906	GIH	5.463938
NA18940	JPT	NA18988	JPT	5.983301
HG00261	GBR	HG01204	PUR	5.325949
HG00404	CHS	HG00689	CHS	5.440218
HG02546	ACB	NA18868	YRI	5.718504
HG03060	MSL	NA19466	LWK	5.356472
HG03585	BEB	HG04153	BEB	5.398506
NA18940	JPT	NA19085	JPT	5.723547
HG00368	FIN	HG01432	CLM	5.534901
NA18879	YRI	NA20317	ASW	5.435053
HG00261	GBR	NA20589	TSI	5.288879
NA18940	JPT	NA18966	JPT	5.59833
HG03716	ITU	NA19681	MXL	5.351906
HG00693	CHS	HG03874	ITU	5.544796
HG00693	CHS	NA18570	CHB	5.653027
HG00404	CHS	HG00982	CDX	5.446566
HG00533	CHS	NA18987	JPT	5.422806
HG03295	ESN	NA19108	YRI	5.39414
HG03072	MSL	HG03575	MSL	5.399017
NA18612	CHB	NA18951	JPT	5.533611
NA19025	LWK	NA19448	LWK	5.068993
HG00693	CHS	HG02140	KHV	5.802212
HG00261	GBR	HG01133	CLM	5.849718
HG00531	CHS	NA18948	JPT	5.473469
HG01779	IBS	HG03099	ESN	5.364832
NA18977	JPT	NA19072	JPT	5.705564
HG03585	BEB	HG04134	BEB	6.801971
HG02497	ACB	NA20764	TSI	5.435053
NA19201	YRI	NA19379	LWK	5.606346
HG01779	IBS	NA20522	TSI	5.359636
HG00542	CHS	HG01805	CDX	5.30127
HG02497	ACB	NA20877	GIH	5.446566
HG00368	FIN	HG01124	CLM	5.534901
HG03172	ESN	HG03279	ESN	5.422806
HG00368	FIN	NA20851	GIH	5.38727
HG01852	KHV	NA18951	JPT	5.512526
NA12006	CEU	NA19655	MXL	5.480131
HG00261	GBR	NA07347	CEU	5.427803
HG03117	ESN	HG03189	ESN	5.802212
HG00261	GBR	HG01761	IBS	5.388071
HG02675	GWD	HG03072	MSL	5.388271
HG03716	ITU	NA19780	MXL	5.535057
NA18612	CHB	NA19083	JPT	5.602898
HG00531	CHS	HG00634	CHS	5.481489
NA18940	JPT	NA19000	JPT	5.418642
HG03295	ESN	NA20317	ASW	5.774632
HG01028	CDX	NA18602	CHB	5.241449
HG00368	FIN	HG02577	ACB	5.412716
HG03916	BEB	NA21108	GIH	5.375443
HG03199	ESN	HG03511	ESN	5.317537
HG00332	FIN	NA19675	MXL	5.481489
HG00531	CHS	NA18977	JPT	5.420977
HG00332	FIN	NA12156	CEU	5.547913
HG03072	MSL	NA19189	YRI	5.3957
HG00368	FIN	HG03649	PJL	5.356777
HG03172	ESN	NA19027	LWK	5.422806
HG03882	ITU	HG04176	BEB	5.422806
HG02497	ACB	HG03100	ESN	6.08741
HG03162	ESN	NA19119	YRI	5.481489
HG03295	ESN	HG03446	MSL	5.304838
HG01852	KHV	NA18571	CHB	5.816992
HG01863	KHV	NA18962	JPT	5.355875
HG03457	MSL	NA19372	LWK	5.778965
HG03162	ESN	NA19328	LWK	5.342495
HG03162	ESN	NA18489	YRI	5.888227
HG03162	ESN	NA18505	YRI	5.888227
HG03039	GWD	NA19175	YRI	5.288879
HG03060	MSL	HG03485	MSL	5.304171
HG00368	FIN	NA18985	JPT	5.542513
HG03117	ESN	HG03556	MSL	5.325949
HG03163	ESN	HG03311	ESN	5.500252
HG01779	IBS	HG03785	ITU	5.30619
HG03117	ESN	HG03354	ESN	5.436359
HG03172	ESN	NA18917	YRI	5.265259
NA19031	LWK	NA19360	LWK	11.42764
HG00542	CHS	NA18563	CHB	5.377998
HG00542	CHS	HG01802	CDX	5.450203
HG03882	ITU	NA20850	GIH	5.422806
NA18940	JPT	NA19054	JPT	5.660782
HG03382	MSL	NA18868	YRI	5.304838
HG00542	CHS	HG02088	KHV	5.450203
HG03295	ESN	NA19318	LWK	5.283176
HG01779	IBS	NA19023	LWK	5.366137
HG01029	CDX	NA18983	JPT	5.538654
HG03060	MSL	NA19137	YRI	5.285421
HG03295	ESN	NA18910	YRI	5.645533
HG00368	FIN	NA21090	GIH	5.356777
HG03773	ITU	HG03973	ITU	5.412716
HG03162	ESN	NA19042	LWK	5.339869
HG00261	GBR	NA12889	CEU	11.10792
HG02882	GWD	HG03052	MSL	5.446566
HG01859	KHV	HG02385	CDX	5.384136
HG00634	CHS	HG02381	CDX	5.40538
HG00693	CHS	HG03833	BEB	5.877594
HG02497	ACB	NA20544	TSI	5.378988
HG03117	ESN	HG03198	ESN	5.308889
