ID1	POP1	ID2	POP2	IBD_CM_SUM
HG01064	PUR	HG01326	PUR	31.80665
NA20899	GIH	NA21129	GIH	22.05576
HG00235	GBR	HG00258	GBR	17.1229
NA19658	MXL	NA19682	MXL	5.313271
HG00554	PUR	HG01525	IBS	6.549866
HG01064	PUR	HG01108	PUR	22.70519
NA19360	LWK	NA19448	LWK	6.226418
HG00554	PUR	HG01049	PUR	14.74281
HG00554	PUR	HG01161	PUR	12.68518
HG00554	PUR	HG00739	PUR	15.41059
HG01064	PUR	HG01083	PUR	8.29538
HG02182	CDX	HG02402	CDX	22.26874
HG02386	CDX	HG02410	CDX	13.98402
NA19982	ASW	NA20356	ASW	14.2148
NA19355	LWK	NA19472	LWK	5.212837
HG00554	PUR	HG01089	PUR	19.92628
NA19360	LWK	NA19456	LWK	23.10884
HG00330	FIN	HG00336	FIN	14.20566
HG01571	PEL	NA19746	MXL	10.74572
HG01092	PUR	HG01161	PUR	19.01278
HG03736	STU	HG04035	STU	8.298027
HG02884	GWD	HG02885	GWD	30.22074
HG00362	FIN	NA12273	CEU	6.573708
HG01092	PUR	HG01323	PUR	5.034492
HG00674	CHS	NA18636	CHB	6.02597
HG00285	FIN	HG00342	FIN	17.14555
HG01073	PUR	HG01405	PUR	40.71688
NA20859	GIH	NA20877	GIH	25.6726
HG01571	PEL	HG01926	PEL	6.950058
HG00674	CHS	HG00701	CHS	50.22194
HG01392	PUR	HG01396	PUR	43.45642
HG00500	CHS	HG00534	CHS	9.969513
HG01857	KHV	HG02047	KHV	14.12076
NA21089	GIH	NA21106	GIH	14.00402
HG03304	ESN	NA20127	ASW	6.91133
HG00176	FIN	HG00344	FIN	6.419678
HG00736	PUR	HG01183	PUR	84.25158
NA11920	CEU	NA12489	CEU	5.382996
NA20863	GIH	NA20875	GIH	16.49849
HG00285	FIN	HG00357	FIN	5.0839
HG00956	CDX	HG01804	CDX	6.367828
HG00285	FIN	HG00343	FIN	6.403534
NA21089	GIH	NA21107	GIH	15.15561
HG03833	BEB	HG03902	BEB	11.4453
HG01709	IBS	HG01710	IBS	10.14192
HG01811	CDX	HG02406	CDX	10.49866
HG00285	FIN	HG00345	FIN	12.46167
HG03837	STU	HG03884	STU	6.236877
HG01571	PEL	HG01939	PEL	11.94101
HG00366	FIN	HG00383	FIN	20.41171
HG03854	STU	HG04039	STU	5.151918
NA20517	TSI	NA20581	TSI	10.69839
HG01801	CDX	HG02385	CDX	8.052429
HG01305	PUR	HG01326	PUR	29.1908
HG00096	GBR	HG00124	GBR	6.802965
HG03736	STU	HG03837	STU	5.18541
NA20510	TSI	NA20790	TSI	14.74073
HG02805	GWD	HG02885	GWD	5.490173
HG03304	ESN	HG03351	ESN	22.09373
HG03696	STU	HG03738	STU	10.89677
HG00271	FIN	HG00384	FIN	51.3279
HG01073	PUR	HG01167	PUR	37.41014
HG01801	CDX	HG02391	CDX	7.381256
HG00366	FIN	NA11829	CEU	6.66394
NA20859	GIH	NA21118	GIH	24.20845
HG00271	FIN	HG00288	FIN	10.57591
HG00271	FIN	HG00337	FIN	6.962418
NA18933	YRI	NA19146	YRI	5.22226
NA20769	TSI	NA20770	TSI	17.194
HG01571	PEL	HG02298	PEL	7.159424
HG03643	STU	HG03645	STU	10.1247
HG03304	ESN	HG03313	ESN	5.862595
NA20544	TSI	NA20828	TSI	8.282312
NA19017	LWK	NA19310	LWK	11.69249
HG00736	PUR	HG01198	PUR	36.52191
NA19377	LWK	NA19448	LWK	7.124188
HG01362	CLM	HG01431	CLM	17.47121
HG00736	PUR	HG01162	PUR	50.65128
HG00309	FIN	HG00362	FIN	6.148972
HG03479	MSL	HG03571	MSL	7.903385
NA19377	LWK	NA19472	LWK	19.37021
NA21099	GIH	NA21100	GIH	37.04445
HG03479	MSL	HG03583	MSL	15.1459
HG03096	MSL	HG03394	MSL	13.40269
NA19372	LWK	NA19394	LWK	5.159378
HG00106	GBR	HG00120	GBR	5.088104
HG01133	CLM	HG01491	CLM	38.83024
HG01133	CLM	HG01492	CLM	16.36034
NA19377	LWK	NA19435	LWK	15.51711
HG01242	PUR	HG02052	ACB	9.766052
HG00736	PUR	HG01191	PUR	49.93524
HG01073	PUR	HG01162	PUR	38.10581
HG00736	PUR	HG01161	PUR	39.48223
HG00178	FIN	HG00306	FIN	6.109283
HG01073	PUR	HG01082	PUR	22.33956
HG03019	PJL	HG03660	PJL	42.28235
NA20764	TSI	NA20826	TSI	21.49068
HG01242	PUR	HG01393	PUR	12.26601
HG01807	CDX	HG02155	CDX	6.702469
HG01485	CLM	HG01527	IBS	6.001625
HG00319	FIN	HG00332	FIN	6.570419
HG00178	FIN	HG00182	FIN	5.426437
HG02493	PJL	HG02778	PJL	6.253052
HG02188	CDX	HG02383	CDX	25.86984
NA11994	CEU	NA12347	CEU	5.315941
NA18488	YRI	NA18861	YRI	5.138565
NA19377	LWK	NA19457	LWK	26.11221
HG04002	ITU	HG04025	ITU	5.928909
HG02771	GWD	HG03025	GWD	5.670898
HG03066	MSL	HG03470	MSL	14.18801
NA21099	GIH	NA21126	GIH	7.015778
HG01260	CLM	HG01488	CLM	28.55045
HG00178	FIN	HG00288	FIN	10.97478
HG01256	CLM	HG01455	CLM	12.05713
HG01242	PUR	HG01302	PUR	7.603668
HG01967	PEL	HG02299	PEL	10.78657
NA20863	GIH	NA21086	GIH	14.51025
NA19372	LWK	NA19472	LWK	5.064621
NA20863	GIH	NA21099	GIH	15.62867
HG00736	PUR	HG01248	PUR	23.44506
HG00736	PUR	HG01064	PUR	44.79284
HG01811	CDX	HG02153	CDX	7.640758
NA21089	GIH	NA21103	GIH	16.87774
HG01242	PUR	NA19651	MXL	5.563862
HG00176	FIN	HG00278	FIN	21.15359
HG00736	PUR	HG01073	PUR	73.44569
HG00176	FIN	HG00338	FIN	6.157227
HG01372	CLM	HG01447	CLM	18.78967
HG00285	FIN	HG00381	FIN	13.23421
NA11843	CEU	NA12044	CEU	5.697003
NA20863	GIH	NA21105	GIH	16.33075
HG03066	MSL	HG03212	MSL	5.109673
HG00176	FIN	HG00273	FIN	12.41072
NA19372	LWK	NA19457	LWK	6.554344
HG01133	CLM	HG01374	CLM	31.3546
NA20863	GIH	NA20911	GIH	17.29332
HG00177	FIN	HG00304	FIN	6.366592
HG00736	PUR	HG01323	PUR	7.576836
HG00178	FIN	HG00309	FIN	22.84592
HG00178	FIN	HG00266	FIN	14.23121
NA20544	TSI	NA20821	TSI	5.45652
HG01485	CLM	HG01488	CLM	26.53111
HG01242	PUR	HG02330	ACB	5.380527
HG00176	FIN	HG00275	FIN	13.00927
HG00178	FIN	HG00285	FIN	17.11422
HG00176	FIN	HG00379	FIN	5.222527
HG02784	PJL	HG02790	PJL	39.49047
HG01242	PUR	HG01305	PUR	17.97395
HG01073	PUR	HG01312	PUR	27.4963
HG03096	MSL	HG03548	MSL	5.912102
NA20544	TSI	NA20767	TSI	5.284512
NA19012	JPT	NA19056	JPT	5.151869
HG01242	PUR	HG01392	PUR	30.3637
HG00106	GBR	NA12829	CEU	7.798279
HG01971	PEL	HG02277	PEL	7.811432
HG00178	FIN	HG00341	FIN	11.32552
NA20863	GIH	NA21128	GIH	19.86791
HG00308	FIN	HG00338	FIN	18.10743
HG01110	PUR	HG01111	PUR	22.16629
HG03645	STU	HG03995	STU	34.5699
HG03771	ITU	HG04096	ITU	5.096428
HG03452	MSL	HG03583	MSL	9.324821
HG01354	CLM	HG01618	IBS	10.68555
NA19429	LWK	NA19430	LWK	27.28156
HG03743	STU	HG04227	STU	25.2822
NA19338	LWK	NA19380	LWK	21.01025
HG01031	CDX	HG02383	CDX	31.83906
HG03645	STU	HG03679	STU	6.794319
HG03645	STU	HG03680	STU	5.623337
HG01354	CLM	HG01359	CLM	5.197016
HG03189	ESN	HG03370	ESN	5.20282
HG00308	FIN	HG00376	FIN	5.05175
HG01521	IBS	HG01679	IBS	5.112434
HG01110	PUR	HG01198	PUR	19.13419
HG01360	CLM	HG01492	CLM	25.15705
NA18877	YRI	NA18878	YRI	8.590683
HG03189	ESN	NA18870	YRI	14.6765
HG01938	PEL	HG01977	PEL	5.718586
HG01354	CLM	HG01366	CLM	38.15033
HG00640	PUR	HG01060	PUR	35.58686
HG00179	FIN	HG00290	FIN	28.49068
HG01572	PEL	HG02003	PEL	12.69338
HG02860	GWD	HG02887	GWD	24.83715
HG03691	STU	HG04035	STU	6.115921
HG03189	ESN	HG03363	ESN	5.624405
HG03691	STU	HG03849	STU	5.661827
HG01353	CLM	HG01359	CLM	29.43118
HG03189	ESN	NA18510	YRI	9.675018
HG00737	PUR	HG01111	PUR	17.98862
HG01354	CLM	HG01550	CLM	60.22971
HG02023	KHV	HG02116	KHV	5.249222
HG01204	PUR	HG01413	PUR	21.61961
HG01572	PEL	HG01970	PEL	6.996033
NA18964	JPT	NA19012	JPT	6.456802
HG00737	PUR	HG01083	PUR	23.80062
HG01360	CLM	HG01366	CLM	26.48534
HG00737	PUR	HG01308	PUR	5.921825
NA18964	JPT	NA18994	JPT	5.279129
HG02601	PJL	HG03790	ITU	5.630157
HG00737	PUR	HG00743	PUR	43.47331
NA10847	CEU	NA11920	CEU	5.185005
HG00640	PUR	HG00736	PUR	23.66621
HG00737	PUR	HG01080	PUR	31.12818
HG00179	FIN	HG00332	FIN	15.66808
HG03885	STU	HG04227	STU	22.21636
HG00640	PUR	HG01305	PUR	22.99464
HG02479	ACB	HG02549	ACB	26.63934
NA20785	TSI	NA20814	TSI	5.056282
HG01374	CLM	HG01383	CLM	100.6876
HG01187	PUR	HG01412	PUR	26.84595
HG04177	BEB	HG04188	BEB	10.28947
HG00640	PUR	HG01082	PUR	30.52663
HG00640	PUR	HG01393	PUR	26.53304
HG03460	MSL	HG03473	MSL	17.82329
HG01204	PUR	HG01697	IBS	5.470383
HG01204	PUR	HG01396	PUR	24.60166
HG01204	PUR	HG01303	PUR	13.28254
HG01377	CLM	HG01443	CLM	17.81805
HG03460	MSL	HG03575	MSL	5.258736
HG02032	KHV	HG02061	KHV	5.626638
HG00704	CHS	HG01801	CDX	7.755646
HG03091	MSL	HG03460	MSL	9.039471
HG03311	ESN	HG03369	ESN	37.58542
HG00179	FIN	HG00288	FIN	13.04946
NA20752	TSI	NA20790	TSI	6.789442
HG01374	CLM	HG01479	CLM	36.77814
HG00640	PUR	HG01312	PUR	13.56573
NA20752	TSI	NA20769	TSI	6.222486
HG01438	CLM	HG01455	CLM	5.926746
HG00179	FIN	HG00285	FIN	10.59341
HG00640	PUR	HG01079	PUR	44.59562
HG00640	PUR	HG01049	PUR	25.42909
HG00640	PUR	HG01161	PUR	10.95804
HG04017	ITU	HG04063	ITU	17.26678
HG01353	CLM	HG01618	IBS	8.826345
NA20762	TSI	NA20798	TSI	5.032173
HG00179	FIN	HG00360	FIN	18.54867
HG03111	ESN	HG03133	ESN	6.198929
HG01130	CLM	HG01363	CLM	25.23127
HG01130	CLM	HG01377	CLM	16.54292
HG03949	STU	HG04075	STU	5.229561
HG01353	CLM	HG01354	CLM	55.20006
HG01927	PEL	HG01976	PEL	5.094269
HG01927	PEL	HG01945	PEL	5.215637
NA21118	GIH	NA21128	GIH	38.88279
HG01438	CLM	HG01447	CLM	18.12115
HG01092	PUR	HG01167	PUR	5.492874
HG01187	PUR	HG01302	PUR	37.42791
HG00179	FIN	HG00187	FIN	18.01405
HG03311	ESN	HG03363	ESN	35.60378
HG01801	CDX	HG02178	CDX	12.30362
HG03837	STU	HG03897	STU	13.23865
HG00956	CDX	HG02397	CDX	83.09969
HG03401	MSL	HG03578	MSL	35.78856
HG01801	CDX	HG02250	CDX	8.042114
HG00096	GBR	HG00097	GBR	9.98674
HG01130	CLM	HG01498	CLM	25.80902
HG00271	FIN	HG00285	FIN	33.29358
HG00701	CHS	NA18636	CHB	7.102058
HG01801	CDX	HG02377	CDX	5.048874
NA20859	GIH	NA20867	GIH	11.50317
HG00448	CHS	HG00500	CHS	15.62119
HG00956	CDX	HG01031	CDX	8.417473
NA20510	TSI	NA20520	TSI	6.745068
HG01092	PUR	HG02813	GWD	5.029831
NA11881	CEU	NA12748	CEU	5.174911
HG00271	FIN	HG00383	FIN	27.33691
NA20785	TSI	NA20809	TSI	14.92967
HG02634	GWD	NA20344	ASW	6.672272
NA18910	YRI	NA19383	LWK	5.326324
HG00108	GBR	HG00122	GBR	12.33288
HG00179	FIN	HG00328	FIN	34.78096
HG01374	CLM	HG01384	CLM	48.65189
HG01353	CLM	HG01447	CLM	37.87391
HG03018	PJL	HG03660	PJL	30.55672
HG01363	CLM	HG01498	CLM	21.80369
HG00271	FIN	HG00368	FIN	11.34697
HG00179	FIN	HG00346	FIN	19.52861
HG02307	ACB	HG02549	ACB	5.467484
NA19914	ASW	NA20294	ASW	13.68329
HG00311	FIN	HG00371	FIN	5.006676
HG03118	ESN	HG03120	ESN	6.43721
HG01066	PUR	HG01077	PUR	14.48594
HG03084	MSL	HG03436	MSL	11.78433
HG03086	MSL	NA19920	ASW	5.244354
NA21115	GIH	NA21117	GIH	13.7061
HG00313	FIN	HG00321	FIN	13.75656
HG01797	CDX	HG02165	CDX	25.85837
NA19438	LWK	NA19446	LWK	5.037613
HG02974	ESN	HG03521	ESN	8.954783
HG03687	STU	HG04042	STU	13.23359
NA20787	TSI	NA20814	TSI	13.76226
HG03464	MSL	HG03485	MSL	6.278427
HG02010	ACB	HG02095	ACB	18.33514
NA19717	MXL	NA19779	MXL	9.383095
HG02232	IBS	HG02238	IBS	17.00609
HG01369	CLM	HG01375	CLM	14.81944
HG03157	ESN	HG03198	ESN	12.4658
HG02491	PJL	HG02778	PJL	31.33757
HG00136	GBR	HG00141	GBR	14.47525
HG01620	IBS	NA19780	MXL	5.17868
HG03464	MSL	HG03575	MSL	10.2856
HG03063	MSL	HG03547	MSL	8.86879
HG01067	PUR	HG01188	PUR	21.87922
HG01066	PUR	HG01162	PUR	17.37129
HG01067	PUR	HG01167	PUR	14.61591
HG01149	CLM	HG01488	CLM	10.3255
HG03195	ESN	HG03270	ESN	5.997482
HG01390	CLM	NA19719	MXL	5.219772
NA19440	LWK	NA19446	LWK	31.30006
NA20868	GIH	NA20911	GIH	12.39437
HG03195	ESN	HG03303	ESN	13.88514
NA19026	LWK	NA19472	LWK	12.18809
HG02419	ACB	NA19985	ASW	6.428848
HG01149	CLM	HG01345	CLM	8.122002
HG03118	ESN	HG03157	ESN	19.06487
HG01846	KHV	HG02064	KHV	10.66133
HG01149	CLM	HG01437	CLM	19.84401
HG03745	STU	HG03887	STU	12.20012
HG01808	CDX	HG02178	CDX	5.439178
HG00311	FIN	HG00324	FIN	11.47154
HG00879	CDX	HG02374	CDX	11.1811
HG03118	ESN	HG03123	ESN	32.83789
NA19311	LWK	NA19375	LWK	5.070206
HG02154	CDX	HG02385	CDX	5.632233
NA19311	LWK	NA19320	LWK	5.54937
HG01808	CDX	NA18571	CHB	5.65947
HG01846	KHV	HG02035	KHV	8.060356
NA21088	GIH	NA21124	GIH	13.94342
HG00313	FIN	HG00379	FIN	6.544373
HG00313	FIN	HG00367	FIN	5.290306
HG03645	STU	HG03740	STU	7.187668
HG00313	FIN	HG00356	FIN	21.16939
NA19311	LWK	NA19467	LWK	8.617279
NA20868	GIH	NA21086	GIH	12.25739
HG01747	IBS	HG01771	IBS	5.487335
HG01067	PUR	HG01403	PUR	12.99401
HG00311	FIN	HG00336	FIN	13.72316
HG03118	ESN	HG03198	ESN	5.961723
HG01067	PUR	NA12249	CEU	5.909692
NA19316	LWK	NA19461	LWK	53.37941
HG02371	CDX	HG02410	CDX	17.73195
NA19429	LWK	NA19438	LWK	6.088989
HG02351	CDX	HG02391	CDX	8.0802
HG01521	IBS	NA19725	MXL	9.31707
NA19429	LWK	NA19456	LWK	8.590019
HG01067	PUR	HG01088	PUR	47.33318
HG01067	PUR	HG01173	PUR	23.36997
HG03848	STU	HG03900	STU	5.015747
HG02260	PEL	HG02266	PEL	14.20635
HG01521	IBS	HG01577	PEL	5.354753
NA20512	TSI	NA20534	TSI	18.36683
NA18950	JPT	NA18994	JPT	6.140987
HG00308	FIN	HG00313	FIN	12.94649
HG01933	PEL	NA19664	MXL	5.888811
NA19383	LWK	NA19429	LWK	5.917328
NA19383	LWK	NA19456	LWK	6.655075
HG01067	PUR	HG01190	PUR	75.63839
HG02885	GWD	HG03046	GWD	6.697983
HG01067	PUR	HG01080	PUR	42.07167
NA19311	LWK	NA19318	LWK	5.537766
HG01521	IBS	HG01522	IBS	20.62058
HG01067	PUR	HG01312	PUR	18.82281
HG01067	PUR	HG01094	PUR	27.4738
HG00851	CDX	HG02380	CDX	13.27902
HG02792	PJL	HG03640	PJL	37.46848
HG01808	CDX	HG02399	CDX	5.447464
HG00308	FIN	HG00332	FIN	13.90064
NA19316	LWK	NA19379	LWK	7.990952
HG01067	PUR	HG01177	PUR	19.73448
NA18647	CHB	NA18648	CHB	5.008553
NA19026	LWK	NA19315	LWK	16.68192
NA21087	GIH	NA21098	GIH	17.79139
HG01097	PUR	HG01392	PUR	44.65724
NA21087	GIH	NA21114	GIH	10.46085
HG02589	GWD	HG02817	GWD	5.057213
NA20875	GIH	NA21130	GIH	5.730869
HG03760	STU	HG03986	STU	5.252426
HG02793	PJL	HG03016	PJL	49.58311
HG00637	PUR	HG01098	PUR	57.30145
NA19331	LWK	NA19395	LWK	5.829559
HG02377	CDX	HG02402	CDX	14.45162
HG00361	FIN	HG00366	FIN	11.74327
NA18522	YRI	NA19092	YRI	8.487259
NA20850	GIH	NA20910	GIH	25.73562
NA19310	LWK	NA19401	LWK	9.899473
NA19307	LWK	NA19360	LWK	114.8238
HG01431	CLM	HG01479	CLM	14.14966
HG01097	PUR	HG01176	PUR	25.59933
NA18909	YRI	NA18915	YRI	5.196791
HG02852	GWD	HG02855	GWD	24.56852
HG03127	ESN	HG03295	ESN	15.25979
HG00637	PUR	HG01148	CLM	5.097023
HG01459	CLM	HG01468	CLM	119.5547
NA19310	LWK	NA19351	LWK	5.154113
HG00183	FIN	HG00311	FIN	10.36406
NA21135	GIH	NA21137	GIH	16.94958
HG02804	GWD	HG02820	GWD	5.789749
NA19023	LWK	NA19397	LWK	27.25902
HG02852	GWD	HG02860	GWD	6.52388
HG00329	FIN	HG00337	FIN	20.12778
HG00637	PUR	HG01073	PUR	11.61777
HG01097	PUR	HG01190	PUR	18.99175
HG02250	CDX	HG02356	CDX	19.03857
HG03711	STU	HG04210	STU	5.91597
HG03280	ESN	HG03298	ESN	26.17487
NA21104	GIH	NA21119	GIH	5.94931
HG02250	CDX	HG02402	CDX	5.882568
HG03127	ESN	HG03139	ESN	5.207275
NA20875	GIH	NA21123	GIH	5.167114
HG01845	KHV	HG02250	CDX	5.154113
NA20533	TSI	NA20795	TSI	26.99822
NA19023	LWK	NA19436	LWK	13.65233
NA20875	GIH	NA21105	GIH	7.720482
HG01097	PUR	HG01393	PUR	14.35768
HG00183	FIN	HG00355	FIN	12.69891
NA18508	YRI	NA18876	YRI	8.704346
HG00183	FIN	HG00278	FIN	23.06694
NA19023	LWK	NA19324	LWK	14.19788
HG00637	PUR	HG01447	CLM	5.330444
HG00183	FIN	HG00281	FIN	23.6318
HG03133	ESN	HG03163	ESN	45.27292
HG00318	FIN	HG00356	FIN	28.39393
HG00637	PUR	HG01101	PUR	24.5028
HG00637	PUR	HG01269	CLM	6.05143
NA20533	TSI	NA20801	TSI	25.66185
HG01459	CLM	HG01550	CLM	45.75317
NA19095	YRI	NA19113	YRI	5.71463
HG00183	FIN	HG00328	FIN	5.07196
HG01459	CLM	HG01497	CLM	36.58726
HG00117	GBR	HG00122	GBR	14.71619
HG01813	CDX	HG02383	CDX	8.354095
NA21104	GIH	NA21128	GIH	42.44328
HG02974	ESN	HG03300	ESN	28.34048
HG03998	STU	HG04107	STU	5.331367
HG00183	FIN	HG00350	FIN	11.94349
NA21104	GIH	NA21137	GIH	5.72802
NA20875	GIH	NA21122	GIH	5.375187
HG00358	FIN	HG00379	FIN	6.975883
HG03126	ESN	HG03190	ESN	15.33005
NA20875	GIH	NA21141	GIH	19.57847
HG03672	STU	HG03900	STU	23.68638
HG02399	CDX	HG02401	CDX	5.097857
NA19028	LWK	NA19456	LWK	66.01249
NA19023	LWK	NA19462	LWK	38.43896
NA21092	GIH	NA21100	GIH	5.460187
NA18948	JPT	NA18950	JPT	6.273294
NA19023	LWK	NA19401	LWK	7.000671
HG03126	ESN	HG03168	ESN	15.46787
NA19028	LWK	NA19377	LWK	27.1608
NA20503	TSI	NA20796	TSI	6.44281
HG00117	GBR	HG01134	CLM	5.89306
NA19028	LWK	NA19360	LWK	8.116165
HG01275	CLM	HG01444	CLM	21.59759
HG02009	ACB	HG02143	ACB	19.88323
NA19023	LWK	NA19376	LWK	5.121066
NA19023	LWK	NA19390	LWK	6.251007
NA20503	TSI	NA20541	TSI	15.14799
NA20520	TSI	NA20806	TSI	6.370544
HG01275	CLM	HG01372	CLM	18.5584
HG03672	STU	HG03989	STU	6.923388
HG03687	STU	HG03886	STU	11.71996
HG02408	CDX	HG02409	CDX	6.438335
HG01275	CLM	HG01350	CLM	13.50046
HG03279	ESN	HG03354	ESN	7.167908
HG03672	STU	HG03738	STU	21.48606
HG03687	STU	HG03848	STU	8.70026
HG01395	PUR	HG01414	PUR	30.99892
NA21101	GIH	NA21115	GIH	12.91674
HG02053	ACB	NA19467	LWK	5.271439
HG02774	PJL	HG03019	PJL	12.39705
HG02977	ESN	HG03157	ESN	26.7644
NA20533	TSI	NA20783	TSI	5.652718
HG02974	ESN	HG03343	ESN	5.989353
HG02774	PJL	HG02790	PJL	6.00734
HG03687	STU	HG03866	ITU	8.626831
HG02491	PJL	HG03640	PJL	6.658249
HG02977	ESN	HG03311	ESN	5.302172
HG01275	CLM	HG01447	CLM	29.81426
HG01112	CLM	HG01277	CLM	18.48764
HG01063	PUR	HG01080	PUR	34.71422
HG02332	ACB	HG02497	ACB	24.03506
NA12044	CEU	NA12414	CEU	5.002838
HG01872	KHV	HG02081	KHV	5.633923
HG01351	CLM	HG01437	CLM	28.4714
HG00353	FIN	HG00375	FIN	16.04986
NA21113	GIH	NA21142	GIH	15.10453
HG03689	STU	HG03752	STU	11.95668
HG01047	PUR	HG01183	PUR	27.82961
NA19328	LWK	NA19437	LWK	5.266842
HG03433	MSL	HG03484	MSL	7.023537
NA21100	GIH	NA21137	GIH	17.72667
HG01063	PUR	HG01094	PUR	26.24292
HG03689	STU	HG03990	STU	5.029846
HG01464	CLM	HG02253	PEL	5.308502
HG01464	CLM	HG01497	CLM	41.80771
HG01359	CLM	HG01447	CLM	24.49323
NA20753	TSI	NA20822	TSI	10.28176
HG01112	CLM	HG01485	CLM	19.08326
HG01577	PEL	NA19725	MXL	5.115396
NA20871	GIH	NA21114	GIH	16.54383
HG00290	FIN	HG00310	FIN	11.58124
HG00290	FIN	NA07048	CEU	5.113304
NA21100	GIH	NA21129	GIH	25.57116
HG02012	ACB	HG02309	ACB	20.21495
HG03689	STU	HG04107	STU	5.500197
HG00240	GBR	HG00250	GBR	5.637466
HG01284	CLM	HG01447	CLM	44.86789
HG01119	CLM	HG01375	CLM	15.08926
HG01351	CLM	HG01465	CLM	77.8914
HG01284	CLM	HG01495	CLM	40.87736
HG01112	CLM	HG01447	CLM	60.1706
HG01112	CLM	HG01113	CLM	9.267841
HG01112	CLM	HG01551	CLM	25.80695
NA19031	LWK	NA19428	LWK	6.266224
HG01047	PUR	HG01174	PUR	37.69673
HG00353	FIN	HG00369	FIN	11.3864
NA12044	CEU	NA12775	CEU	5.002838
HG00180	FIN	HG00341	FIN	5.974449
NA19024	LWK	NA19331	LWK	12.27599
NA18519	YRI	NA19102	YRI	7.250511
NA20871	GIH	NA20889	GIH	21.82184
HG01351	CLM	HG01384	CLM	56.04298
HG03129	ESN	HG03157	ESN	18.6305
NA20508	TSI	NA20768	TSI	8.707108
HG01515	IBS	HG01747	IBS	5.484146
HG00267	FIN	HG00353	FIN	6.452774
HG03689	STU	HG03850	STU	12.09442
HG01515	IBS	HG01673	IBS	5.289398
HG01247	PUR	HG01405	PUR	16.18068
HG00267	FIN	HG00365	FIN	31.13328
HG01889	ACB	HG02281	ACB	30.25015
NA19328	LWK	NA19434	LWK	9.153562
HG03433	MSL	HG03439	MSL	5.316948
HG00590	CHS	HG00628	CHS	5.866724
HG00267	FIN	HG00304	FIN	39.76534
HG01515	IBS	HG01786	IBS	5.504822
NA20871	GIH	NA21087	GIH	11.85829
NA19031	LWK	NA19320	LWK	23.67296
NA19031	LWK	NA19457	LWK	20.99104
HG01800	CDX	HG02379	CDX	5.110641
HG01800	CDX	HG02363	CDX	5.110641
NA19020	LWK	NA19324	LWK	6.17392
HG02589	GWD	HG02594	GWD	14.28719
NA19031	LWK	NA19318	LWK	5.540031
NA20871	GIH	NA20911	GIH	10.88726
HG00180	FIN	HG00274	FIN	5.75248
HG02255	ACB	HG02541	ACB	20.67329
HG01356	CLM	HG01377	CLM	36.93282
NA20508	TSI	NA20534	TSI	6.011185
NA19031	LWK	NA19436	LWK	6.046631
HG00368	FIN	HG00376	FIN	11.42964
NA19031	LWK	NA19311	LWK	29.85205
HG03685	STU	HG03886	STU	22.98572
HG00180	FIN	HG00349	FIN	11.56499
HG00261	GBR	NA12399	CEU	5.989658
NA19331	LWK	NA19461	LWK	5.193115
NA20528	TSI	NA20586	TSI	11.3494
HG01356	CLM	HG01357	CLM	55.916
HG00188	FIN	HG00383	FIN	6.03096
HG00267	FIN	HG00272	FIN	5.012878
HG02780	PJL	HG02787	PJL	29.95612
NA19310	LWK	NA19428	LWK	72.25928
HG00446	CHS	HG00536	CHS	5.581703
HG01171	PUR	HG01247	PUR	19.79073
HG00446	CHS	NA18606	CHB	5.701706
HG01515	IBS	HG01771	IBS	5.569443
NA20508	TSI	NA20532	TSI	9.003483
HG00368	FIN	HG00381	FIN	18.96368
HG03685	STU	HG04029	STU	6.488365
HG03129	ESN	HG03515	ESN	13.93887
HG03900	STU	HG03985	STU	5.000905
HG00188	FIN	HG00343	FIN	5.300293
HG01247	PUR	HG01312	PUR	26.71869
HG03760	STU	HG03884	STU	8.067895
HG01800	CDX	HG02353	CDX	15.80089
HG01356	CLM	HG01456	CLM	12.42058
HG01171	PUR	HG02757	GWD	5.882019
HG02804	GWD	HG03247	GWD	5.462051
NA19020	LWK	NA19454	LWK	5.150925
HG03291	ESN	HG03367	ESN	7.040871
HG01356	CLM	HG01383	CLM	62.13466
HG00188	FIN	HG00360	FIN	11.19881
NA19310	LWK	NA19448	LWK	12.27822
NA20871	GIH	NA21086	GIH	19.95317
NA19310	LWK	NA19311	LWK	15.94614
NA19307	LWK	NA19393	LWK	44.0649
HG03133	ESN	HG03298	ESN	16.06215
HG01431	CLM	HG01459	CLM	12.5782
NA19307	LWK	NA19437	LWK	13.35214
HG03789	ITU	HG04235	ITU	10.15881
HG02377	CDX	HG02389	CDX	11.32395
HG01431	CLM	HG01455	CLM	28.26276
HG03291	ESN	NA18510	YRI	11.09915
HG01171	PUR	HG01413	PUR	22.1333
NA19031	LWK	NA19309	LWK	25.16558
NA19114	YRI	NA19129	YRI	8.41095
HG03887	STU	HG04042	STU	5.693665
HG00188	FIN	HG00355	FIN	11.15874
HG01171	PUR	HG01308	PUR	25.00436
HG00188	FIN	HG00356	FIN	11.71266
HG01863	KHV	HG02133	KHV	6.548935
HG00321	FIN	HG00328	FIN	23.55947
HG00345	FIN	HG00381	FIN	31.09875
HG01098	PUR	HG01183	PUR	38.21269
HG00608	CHS	HG00622	CHS	5.962873
HG02938	ESN	HG03157	ESN	10.13537
HG00982	CDX	HG02408	CDX	10.39595
HG02016	KHV	HG02035	KHV	6.937622
HG00982	CDX	HG02250	CDX	12.99507
